ndb_id,description,water (g),energy (kcal),protein (g),total fat (g),ash (g),carbohydrate (g),dietary fiber (g),sugar (g),calcium (mg),iron (mg),magnesium (mg),phosphorus (mg),potassium (mg),sodium (mg),zinc (mg),copper (mg),manganese (mg),selenium (μg),vitamin c (mg),thiamin (mg),riboflavin (mg),niacin (mg),pantothenic acid (mg),vitamin b6 (mg),total folate (μg),folic acid (μg),food folate (μg),dietary folate (μg),choline (mg),vitamin b12 (μg),vitamin a (iu),vitamin a (μg),retinol (μg),alpha-carotene (μg),beta-carotene (μg),beta-cryptoxanthin (μg),lycopene (μg),lutein + zeazanthin (μg),vitamin e (mg),vitamin d (μg),vitamin d (iu),vitamin k (μg),saturated fatty acid (g),monounsaturated fatty acids (g),polyunsaturated fatty acids (g),cholesterol (mg)
23415,"BEEF,NZ,IMP,VAR MEATS & BY-PRODUCTS,HEART,RAW",78.07,105,18.52,3.40,1.02,0.00,0.0,0.00,4,4.38,22,209,275,86,1.51,0.373,0.034,9.0,0.0,0.252,0.682,4.444,1.787,0.160,,,,,,10.81,34,10,10,0,0,0,0,0,1.22,0.2,6,,0.857,0.533,0.579,124
23421,"BEEF,NZ,IMP,VAR MEATS & BY-PRODUCTS,KIDNEY,CKD,BLD",66.44,157,27.28,5.27,1.55,0.00,0.0,0.00,14,5.70,18,338,144,123,2.60,0.563,0.155,105.2,0.0,0.403,2.945,3.903,3.055,0.254,,,,,,21.35,347,104,104,0,0,0,0,0,1.53,0.8,33,,1.173,0.650,1.238,1002
23423,"BEEF,NZ,IMP,VAR MEATS & BY-PRODUCTS,KIDNEY,RAW",80.52,87,15.68,2.64,1.15,0.00,0.0,0.00,9,3.83,15,234,225,175,1.53,0.409,0.109,103.3,0.0,0.559,2.116,4.878,3.974,0.316,,,,,,27.66,297,89,89,0,0,0,0,0,0.82,0.2,6,,0.616,0.345,0.606,404
23424,"BEEF,NZ,IMP,VAR MEATS & BY-PRODUCTS LIVER,CKD,BLD",66.44,150,23.30,4.68,1.80,3.78,0.0,0.00,4,7.17,21,397,336,55,3.40,5.730,328.000,16.2,0.0,0.376,3.040,13.800,9.800,0.452,,,,,,96.00,70046,21014,21014,0,0,0,0,0,1.28,0.1,4,,1.392,0.533,0.824,243
23425,"BEEF,NZ,IMP,VAR MEATS & BY-PRODUCTS,LIVER,RAW",70.39,133,20.50,4.05,1.46,3.60,0.0,0.00,4,8.44,19,362,327,53,3.00,5.300,299.000,16.5,0.0,0.371,2.347,15.400,10.300,0.428,,,,,,84.50,94398,28319,28319,0,0,0,0,0,1.84,0.0,1,,1.185,0.464,0.880,254
23444,"BEEF,NZ,IMP,VAR MEATS & BY-PRODUCTS,TRIPE CKD,BLD",77.71,103,19.00,2.98,0.89,0.00,0.0,0.00,158,3.72,24,168,102,40,2.39,0.106,6.066,4.3,0.0,0.022,0.103,2.616,0.226,0.013,,,,,,2.29,20,6,6,0,0,0,0,0,0.51,0.3,10,,0.922,0.718,0.159,199
23445,"BEEF,NZ,IMP,VAR MEATS & BY-PRODUCTS,TRIPE UNCKD,RAW",82.19,77,14.86,1.98,1.10,0.00,0.0,0.00,112,4.44,19,159,217,81,1.72,0.094,4.055,3.1,0.0,0.051,0.191,7.943,0.741,0.035,,,,,,7.12,20,6,6,0,0,0,0,0,0.45,0.2,8,,1.020,0.770,0.170,117
31035,"VEGETABLE JUC,BOLTHOUSE FARMS,DAILY GRNS",90.60,31,0.49,0.04,0.74,8.13,1.2,5.37,110,3.85,11,90,224,15,3.47,0.022,0.848,0.3,10.1,0.060,0.025,0.200,,0.320,63,0,63,63,4.4,0.97,2048,602,600,6,26,0,0,111,0.28,0.0,0,11.7,0.015,0.009,0.015,0
35027,"CLOUDBERRIES,RAW (ALASKA NATIVE)",87.00,51,2.40,0.80,1.20,8.60,,,18,0.70,,35,,,,,,,158.0,0.050,0.070,0.900,,,,,,,,,210,,,,,,,,,,,,,,,
35028,"COCKLES,RAW (ALASKA NATIVE)",78.80,79,13.50,0.70,2.30,4.70,,,30,16.20,,,,,,,,,,0.010,0.200,3.200,,,,,,,,,,,,,,,,,,,,,,,,
35038,"FIREWEED,YOUNG LEAVES,RAW (ALASKA NATIVE)",87.20,44,3.00,0.80,2.70,6.30,6.0,,13,2.10,,166,251,50,,,,,99.0,0.040,0.860,1.400,,,,,,,,,5720,,,,,,,,,,,,,,,
35051,"MOOSE,LIVER,BRSD (ALASKA NATIVE)",66.00,155,24.38,4.89,1.30,3.43,,,7,6.77,20,429,235,70,6.07,2.789,0.413,,22.6,0.196,4.100,10.720,4.570,0.910,217,,217,,,71.00,96000,,,,,,,,,,,,,0.650,1.070,389
35054,OCTOPUS (ALASKA NATIVE),84.00,56,12.30,0.80,1.50,0.00,,,35,4.90,,158,,,1.43,0.370,0.021,,0.0,0.030,0.040,2.000,,,,,,,,,0,,,,,,,,,,,,0.200,,0.200,41
35074,"SOURDOCK,YOUNG LEAVES (ALASKA NATIVE)",89.70,42,2.30,0.70,0.80,6.50,,,2,0.80,,55,,,,,,,68.0,0.090,0.540,1.100,,,,,,,,,11900,,,,,,,,,,,,,,,
35093,"WILLOW,YOUNG LEAVES,CHOPD (ALASKA NATIVE)",68.70,122,6.10,1.60,2.90,20.70,,,130,2.60,,126,,,,,,,190.0,,,2.300,,,,,,,,,18700,,,,,,,,,,,,,,,
35149,"FISH,HALIBUT,RAW,W/ SKN (ALASKA NATIVE)",73.44,116,20.53,2.92,1.30,1.81,0.0,0.00,20,0.27,26,244,449,79,0.61,0.042,0.011,51.1,0.0,0.066,0.072,5.762,0.377,0.390,15,0,15,15,,1.78,157,47,47,0,0,0,0,0,1.90,,,0.0,0.726,1.195,0.912,72
35150,"FISH,SALMON,COHO (SILVER),RAW (ALASKA NATIVE)",69.38,140,22.56,5.57,1.24,0.00,0.0,0.00,5,0.55,28,240,380,58,0.41,0.051,,27.6,0.0,0.152,0.189,7.930,1.230,0.225,13,0,13,13,,8.52,100,30,30,0,0,0,0,0,0.81,,,0.2,0.904,1.790,2.410,58
35151,"FISH,SALMON,SOCKEYE (RED),RAW (ALASKA NATIVE)",69.64,153,21.94,7.28,1.29,0.00,0.0,0.00,7,0.53,27,240,360,60,0.52,0.052,0.014,29.9,0.0,0.253,0.297,8.040,1.140,0.282,11,0,11,11,,7.82,193,58,58,0,0,0,0,0,1.25,,,0.3,1.007,2.200,1.370,64
35152,"FISH,SALMON,CHUM,RAW (ALASKA NATIVE)",72.34,116,20.69,3.67,1.27,0.00,0.0,0.00,7,0.56,26,230,370,59,0.54,0.137,0.030,39.7,0.0,0.156,0.217,8.790,1.020,0.189,18,0,18,18,,8.08,105,32,32,0,0,0,0,0,0.49,,,0.3,0.547,0.940,0.770,59
35153,"FISH,SALMON,KING (CHINOOK),RAW (ALASKA NATIVE)",65.96,187,20.25,11.73,1.25,0.00,0.0,0.00,42,0.79,24,208,370,48,0.52,,,31.0,0.0,0.161,0.169,8.415,0.987,0.271,15,,15,,,7.38,453,136,136,0,0,0,0,0,1.49,,,0.3,1.870,4.090,1.599,61
35158,"FISH,WHITEFISH,EGGS (ALASKA NATIVE)",76.24,104,14.66,2.88,1.33,4.89,0.0,0.00,46,5.95,30,306,190,160,2.10,0.220,0.220,92.8,12.0,0.088,0.403,0.956,1.060,0.159,53,0,53,53,247.5,56.40,305,91,91,0,0,0,0,0,2.68,,,0.6,0.496,1.046,1.073,439
35160,"CARIBOU,RUMP MEAT,HALF DRIED (ALASKA NATIVE)",38.04,255,52.06,5.23,3.15,0.00,0.0,0.00,14,11.00,60,480,710,390,9.40,0.600,0.099,30.5,0.0,0.333,1.240,13.200,2.940,0.620,3,0,3,3,202.7,7.16,173,52,52,0,0,0,0,0,0.09,,,1.1,1.550,1.190,0.630,141
35162,"CARIBOU,HIND QUARTER MEAT,RAW (ALASKA NATIVE)",72.60,122,22.63,3.37,1.23,0.00,0.0,0.00,5,4.10,26,230,320,52,2.10,0.270,0.037,12.5,0.0,0.442,0.962,7.150,2.090,0.351,4,0,4,4,,7.05,312,94,94,0,0,0,0,0,0.69,,,1.4,1.270,0.940,0.560,81
35165,"FISH,WHITEFISH,DRIED (ALASKA NATIVE)",20.59,371,62.44,13.44,5.57,0.00,0.0,0.00,810,4.10,85,1040,1080,200,5.00,0.180,0.230,113.0,0.0,0.053,0.438,11.200,2.570,0.365,11,0,11,11,205.6,18.40,131,39,39,0,0,0,0,0,0.66,,,1.3,2.850,4.380,2.160,266
35169,"FISH,SHEEFISH,RAW (ALASKA NATIVE)",74.62,115,22.25,2.84,1.58,0.00,0.0,0.00,140,0.50,25,300,390,52,0.60,0.148,0.037,42.3,0.0,0.041,0.126,2.120,0.648,0.162,9,0,9,9,108.9,5.90,0,0,,0,0,0,0,0,0.44,,,0.0,0.490,1.080,0.700,56
35171,"FISH,SALMON,CHUM,DRIED (ALASKA NATIVE)",22.79,378,62.09,14.38,3.69,0.00,0.0,0.00,155,2.20,68,650,910,190,1.40,0.254,0.071,103.8,0.0,0.356,0.463,14.650,2.760,0.681,12,0,12,12,231.2,28.60,53,16,16,0,0,0,0,0,0.82,,,0.0,2.395,5.139,2.323,214
35172,"ELK,FREE RANGE,GROUND,CKD PATTIES (SHOSHONE BANNOCK)",67.78,143,29.45,2.80,0.78,0.00,,0.00,5,9.06,26,236,379,56,7.79,0.204,0.043,23.5,0.0,0.175,0.497,7.850,1.030,0.782,1,0,1,1,,4.25,0,0,,0,0,0,0,0,0.79,,,,1.138,0.952,0.239,70
35173,"ELK,FREE RANGE,GROUND,RAW (SHOSHONE BANNOCK)",75.68,97,20.14,1.80,0.75,0.00,0.0,0.00,4,7.17,22,196,328,49,5.82,0.159,0.038,14.3,,0.180,0.309,5.970,0.840,0.630,,,,,,3.45,0,0,,0,0,0,0,0,,,,,0.706,0.574,0.130,
35174,"BUFFALO,FREE RANGE,TOP RND STEAK,RAW (SHOSHONE BANNOCK)",75.96,97,21.44,1.30,0.94,0.00,,,3,2.61,22,200,355,43,3.00,0.117,0.011,7.0,,0.153,0.325,6.920,0.760,0.780,,,,,,1.15,,,,,,,,,,,,,0.418,0.425,0.098,
35176,"BUFFALO,FREE RANGE,TOP RND STEAK,CKD (SHOSHONE BANNOCK)",64.28,146,32.51,1.80,1.22,0.00,,,4,3.76,27,246,376,41,5.06,0.189,0.011,10.5,,0.169,0.462,7.020,1.010,0.794,8,0,8,8,,1.67,,,,,,,,,0.59,,,,0.595,0.614,0.171,82
35177,"ELK,FREE RANGE,RST,EYE OF RND,RAW (SHOSHONE BANNOCK)",76.54,98,19.74,2.10,0.94,0.00,0.0,0.00,4,2.27,24,215,367,43,4.16,0.144,0.011,15.8,0.0,0.159,0.270,6.630,0.630,0.893,,,,,,1.77,0,0,,0,0,0,0,0,,,,,0.828,0.897,0.122,
35178,"ELK,FREE RANGE,RST,EYE OF RND,CKD (SHOSHONE BANNOCK)",64.58,148,30.56,2.85,1.32,0.00,0.0,0.00,4,2.68,26,236,369,50,4.80,0.154,0.016,20.5,0.0,0.164,0.358,7.960,0.900,0.914,1,0,1,1,,1.95,0,0,,0,0,0,0,0,0.47,,,,1.125,1.353,0.137,63
35181,"STEELHEAD TROUT,BLD,CND (ALASKA NATIVE)",70.59,159,21.11,8.26,1.24,0.00,0.0,0.00,30,0.64,25,249,365,118,0.57,0.058,0.011,26.0,0.0,,,,,,,,,,,5.79,65,20,20,0,0,0,0,0,2.15,15.1,604,0.0,1.530,2.223,1.225,59
35184,"SMELT,DRIED (ALASKA NATIVE)",16.92,386,56.19,17.90,8.25,0.00,0.0,0.00,1600,5.40,89,1400,1000,420,6.70,0.148,0.720,194.0,,0.073,0.262,5.970,2.290,0.176,,,,,,19.10,463,139,139,0,0,0,0,0,4.51,,,0.0,3.590,6.860,2.884,249
35188,"FISH,HALIBUT,CKD,W/ SKN (ALASKA NATIVE)",72.82,113,22.13,2.73,1.39,0.00,0.0,0.00,33,0.36,29,275,501,86,0.75,0.041,0.011,60.6,,0.083,0.176,6.247,0.486,0.266,22,,22,,,2.55,160,48,48,0,0,0,0,0,1.05,,,0.0,0.498,0.842,0.731,75
35190,"SALMON,RED (SOCKEYE),FILETS W/ SKN,SMOKED (ALASKA NATIVE)",23.93,345,60.62,11.43,6.19,0.00,0.0,0.00,58,1.06,58,650,960,51,1.14,0.148,0.051,76.0,0.0,0.494,0.543,22.750,2.745,0.816,9,0,9,9,223.8,18.10,103,31,31,0,0,0,0,0,1.20,,,0.0,2.593,4.025,3.469,155
35192,"AGAVE,RAW (SOUTHWEST)",81.83,68,0.52,0.15,1.27,16.23,6.6,2.58,417,1.80,55,7,127,14,0.15,0.138,0.094,0.4,4.0,0.029,0.039,0.162,0.041,0.055,7,0,7,7,,0.00,37,2,0,0,22,0,0,,0.23,0.0,0,5.3,,,,0
35195,"CATTAIL,NARROW LEAF SHOOTS (NORTHERN PLAINS INDIANS)",92.65,25,1.18,0.00,1.03,5.14,4.5,0.22,54,0.91,63,45,309,109,0.24,0.041,0.760,0.6,0.7,0.023,0.025,0.440,0.234,0.123,3,,3,,23.7,,11,1,,0,6,0,0,76,,,,22.8,,,,
35196,"LAMBSQUARTERS,RAW (NORTHERN PLAINS INDIANS)",85.23,47,4.21,0.28,3.32,6.96,6.3,,366,1.16,163,63,1270,7,0.72,0.120,1.490,1.1,,0.029,0.300,0.790,,0.184,48,,48,,20.0,,1952,98,,0,1171,0,0,3616,,,,346.6,,,,
35197,"LAMBSQUARTERS,STMD (NORTHERN PLAINS INDIANS)",85.02,48,4.06,0.16,3.30,7.47,5.2,,349,1.15,164,56,1070,4,0.61,0.100,1.560,,4.9,0.047,0.270,0.623,,0.232,,,,,,,3882,194,,0,2329,0,0,6162,,,,,,,,
35198,"PRICKLY PEARS,RAW (NORTHERN PLAINS INDIANS)",89.22,42,0.12,0.11,0.38,10.17,5.3,1.02,180,0.20,69,11,130,4,0.14,0.019,0.583,0.1,11.0,0.008,0.032,0.293,,0.079,,,,,4.3,,,,,,,,,,,,,2.9,,,,
35203,"ROSE HIPS,WILD (NORTHERN PLAINS INDIANS)",58.66,162,1.60,0.34,1.18,38.22,24.1,2.58,169,1.06,69,61,429,4,0.25,0.113,1.020,,426.0,0.016,0.166,1.300,0.800,0.076,3,,3,,12.0,,4345,217,,31,2350,483,6800,2001,5.84,,,25.9,,,,
35205,"STINGING NETTLES,BLANCHED (NORTHERN PLAINS INDIANS)",87.67,42,2.71,0.11,2.03,7.49,6.9,0.25,481,1.64,57,71,334,4,0.34,0.076,0.779,0.3,,0.008,0.160,0.388,,0.103,14,0,14,14,17.4,,2011,101,,114,1150,0,0,4178,,,,498.6,,,,
35211,"CARIBOU,HIND QUARTER,MEAT,CKD (ALASKA NATIVE)",65.47,159,28.81,4.82,1.05,0.00,0.0,0.00,5,4.80,24,215,245,45,4.30,0.325,0.043,16.5,0.0,0.291,0.814,5.890,1.487,0.373,4,0,4,4,120.4,6.47,312,94,94,0,0,0,0,0,0.88,,,1.8,1.880,1.495,0.725,107
36000,"APPLEBEE'S,9 OZ HOUSE SIRLOIN STEAK",61.88,189,26.85,9.08,2.28,0.00,,0.00,16,2.07,24,202,350,604,5.35,0.076,0.014,24.7,,0.050,0.287,4.903,0.345,0.575,,,,,,2.00,22,7,7,,,,,,0.37,,,,3.477,4.350,0.532,79
36019,"APPLEBEE'S,CHILI",71.31,157,12.56,9.79,1.76,4.57,1.4,2.27,34,1.46,18,104,320,381,2.23,0.086,0.084,13.1,1.1,0.037,0.207,3.557,0.405,0.321,,,,,,1.26,1436,149,93,0,577,200,4639,367,1.15,,,,4.150,4.809,0.644,45
36615,"DENNY'S,TOP SIRLOIN STEAK",61.82,182,28.90,7.34,1.80,0.14,,,6,3.27,24,264,341,349,5.26,0.118,0.017,0.0,,0.050,0.220,5.310,0.740,0.613,,,,,,2.70,,,,,,,,,,,,1.0,2.595,2.840,0.672,82
42231,"OIL,FLAXSEED,COLD PRESSED",0.12,884,0.11,99.98,0.00,0.00,0.0,0.00,1,0.00,0,1,0,0,0.07,0.000,0.000,0.0,0.0,0.000,0.000,0.000,,0.000,0,0,0,0,0.2,0.00,0,0,0,0,0,0,0,0,0.47,0.0,0,9.3,8.976,18.438,67.849,0
43340,"CHEESE,PARMESAN,LO NA",22.20,451,41.60,29.99,2.51,3.70,0.0,0.85,800,0.95,51,807,107,63,3.19,0.037,,23.9,0.0,0.040,0.390,0.320,,0.100,10,0,10,10,15.4,1.40,463,125,123,0,32,0,0,0,0.27,0.6,22,2.0,19.051,8.721,0.659,79
43387,"TURNIP GRNS,CND,NO SALT",94.69,19,1.36,0.30,0.84,2.81,1.3,0.42,118,1.51,20,21,141,29,0.23,0.083,0.263,0.7,15.5,0.010,0.060,0.360,0.214,0.040,92,0,92,92,0.3,0.00,5954,298,0,0,3573,0,0,6591,1.47,0.0,0,287.0,0.070,0.020,0.120,0
43405,"CHEESE,SWISS,LOW SODIUM",37.80,374,28.40,27.40,3.01,3.40,0.0,1.31,961,0.17,36,605,111,14,3.90,0.032,,12.5,0.0,0.020,0.370,0.090,,0.080,6,0,6,6,15.4,1.68,818,216,211,0,69,0,0,0,0.37,0.5,20,2.4,17.744,7.256,0.968,92
43479,"ALCOHOLIC BEV,RICE (SAKE)",78.40,134,0.50,0.00,0.00,5.00,0.0,0.00,5,0.10,6,6,25,2,0.02,0.009,,1.4,0.0,0.000,0.000,0.000,,0.000,0,0,0,0,0.0,0.00,0,0,0,0,0,0,0,0,0.00,0.0,0,0.0,0.000,0.000,0.000,0
43589,"CHEESE,SWISS,LOW FAT",59.60,179,28.40,5.10,3.50,3.40,0.0,1.33,961,0.17,36,605,111,199,3.90,0.027,,12.7,0.0,0.020,0.360,0.090,,0.080,6,0,6,6,15.4,1.68,152,40,39,0,13,0,0,0,0.07,0.1,4,0.5,3.304,1.351,0.180,35
43597,"CHEESE,MOZZARELLA,LO NA",49.90,280,27.50,17.10,2.40,3.10,0.0,1.23,731,0.25,26,524,95,16,3.13,0.027,,15.7,0.0,0.020,0.340,0.120,,0.080,9,0,9,9,18.4,0.92,517,137,133,0,44,0,0,0,0.15,0.3,13,1.8,10.867,4.844,0.509,54
80200,"FROG LEGS,RAW",81.90,73,16.40,0.30,1.40,0.00,0.0,0.00,18,1.50,20,147,285,58,1.00,0.250,,14.1,0.0,0.140,0.250,1.200,,0.120,15,0,15,15,65.0,0.40,50,15,15,0,0,0,0,0,1.00,0.2,8,0.1,0.076,0.053,0.102,50
90560,"SNAIL,RAW",79.20,90,16.10,1.40,1.30,2.00,0.0,0.00,10,3.50,250,272,382,70,1.00,0.400,,27.4,0.0,0.010,0.120,1.400,,0.130,6,0,6,6,65.0,0.50,100,30,30,0,0,0,0,0,5.00,0.0,0,0.1,0.361,0.259,0.252,50
